_corrupt_record,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
"","",Logged In,Kaileigh,F,0,Perkins,"",free,"Orlando-Kissimmee-Sanford, FL",GET,Home,1509561569284,1076,"",200,1513735508284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1077
"",Ultra Vivid Scene,Logged In,Stephanie,F,1,Bullock,233.11628,free,"Norwalk, OH",PUT,NextSong,1508911325284,2095,Extraordinary,200,1513735514284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2096
"",Dispatch,Logged In,Kaileigh,F,1,Perkins,245.36771,free,"Orlando-Kissimmee-Sanford, FL",PUT,NextSong,1509561569284,1076,The General,200,1513735537284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1077
"",Napalm Death,Logged In,Ashton,M,29,Nelson,121.70404,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,511,Extremity Retained,200,1513735548284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
"",Gang Of Four,Logged In,Andrew,M,27,Randall,226.76853,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Guns Before Butter,200,1513735555284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",Maria GadÃÂº,Logged In,Caden,M,0,Ortiz,186.61832,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1490220642284,5869,Altar Particular,200,1513735611284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2715
"",Kings Of Leon,Logged In,Mason,M,62,Thomas,201.79546,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5661,Revelry,200,1513735612284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
"",Boyz II Men,Logged In,Jaelyn,F,25,Wilson,330.65751,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Doin' Just Fine,200,1513735632284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",Anberlin,Logged In,Zoie,F,93,Wright,204.32934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,The Feel Good Drag,200,1513735655284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",The Freestyle Fellowship,Logged In,Ashton,M,30,Nelson,106.73587,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,511,We Will Not Tolerate,200,1513735669284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
"",Edenbridge,Logged In,Jakobi,M,24,Keller,137.69098,paid,"Kingston, NY",PUT,NextSong,1494799164284,4992,Elsewhere,200,1513735670284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.6 Safari/537.78.2\"",420
"","",Logged In,Ashton,M,31,Nelson,"",paid,"Los Angeles-Long Beach-Anaheim, CA",GET,Help,1510608931284,511,"",200,1513735670284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
"",Hanne Hukkelberg,Logged In,Santiago,M,12,Ford,264.80281,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1505633879284,2773,Bandy Riddles,200,1513735687284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2774
"",Coldplay,Logged In,Ashton,M,32,Nelson,298.762,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,511,Shiver,200,1513735775284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
"",Four Tops,Logged In,Andrew,M,28,Randall,206.86322,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,The Fool On The Hill,200,1513735781284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",Five Iron Frenzy,Logged In,Kaileigh,F,2,Perkins,236.09424,free,"Orlando-Kissimmee-Sanford, FL",PUT,NextSong,1509561569284,1076,Canada,200,1513735782284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1077
"",Creedence Clearwater Revival,Logged In,Jakobi,M,25,Keller,271.882,paid,"Kingston, NY",PUT,NextSong,1494799164284,4992,I Put A Spell On You,200,1513735807284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.6 Safari/537.78.2\"",420
"",Ratatat,Logged In,Mason,M,63,Thomas,276.79302,paid,"Indianapolis-Carmel-Anderson, IN",PUT,NextSong,1487015656284,5661,Tropicana,200,1513735813284,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),748
"",Les Ogres De Barback,Logged In,Damont,M,22,Hardy,233.92608,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Moi je,200,1513735815284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"",Tom Petty,Logged In,Zoie,F,94,Wright,186.87955,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Yer So Bad,200,1513735859284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"","",Logged In,Enrique,M,0,Miller,"",paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Home,1500182660284,5641,"",200,1513735926284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",The Black Keys,Logged In,Jordan,M,36,Crosby,260.44036,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Strange Desire,200,1513735926284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
"",Kimya Dawson,Logged In,Santiago,M,13,Ford,191.52934,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1505633879284,2773,The Beer,200,1513735951284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2774
"","",Logged In,Santiago,M,14,Ford,"",paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,Logout,1505633879284,2773,"",307,1513735952284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2774
"",Kanye West,Logged In,Enrique,M,1,Miller,230.53016,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,Late,200,1513735954284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"","",Logged Out,"","",15,"","",paid,"",GET,Home,"",2773,"",200,1513735959284,"",""
"",Daughtry,Logged In,Jaelyn,F,26,Wilson,249.91302,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,No Surprise,200,1513735962284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"","",Logged Out,"","",16,"","",paid,"",GET,About,"",2773,"",200,1513735976284,"",""
"",Joe Bonamassa,Logged In,Andrew,M,29,Randall,439.66649,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Blues Deluxe,200,1513735987284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",Jill Scott,Logged In,Rashaan,M,0,Allen,209.68444,free,"Seattle-Tacoma-Bellevue, WA",PUT,NextSong,1496186310284,5739,Hate On Me,200,1513736013284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2593
"",Lucybell,Logged In,Kaileigh,F,3,Perkins,223.00689,free,"Orlando-Kissimmee-Sanford, FL",PUT,NextSong,1509561569284,1076,Juego De Seduccion,200,1513736018284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1077
"",Enya,Logged In,Kelly,F,29,Newton,197.66812,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,March Of The Celts,200,1513736040284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",P J Harvey,Logged In,Zoie,F,95,Wright,198.29506,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Dress,200,1513736045284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",Metallica,Logged In,Damont,M,23,Hardy,267.96363,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Until It Sleeps,200,1513736048284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"",Limp Bizkit,Logged In,Autumn,F,0,Alexander,214.5171,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1512248625284,4629,Rollin' (Air Raid Vehicle),200,1513736059284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.8 (KHTML, like Gecko) Version/8.0 Safari/600.1.8\"",745
"",The Four Seasons,Logged In,Ashton,M,33,Nelson,279.01342,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,511,Medley: Stay/Let's Hang On/Opus 17 [Don't You Worry 'Bout Me/Bye_ Bye_ Baby],200,1513736073284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
"",NOFX,Logged In,Jakobi,M,26,Keller,108.09424,paid,"Kingston, NY",PUT,NextSong,1494799164284,4992,Fleas,200,1513736078284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.6 Safari/537.78.2\"",420
"","",Logged Out,"","",17,"","",paid,"",GET,Home,"",2773,"",200,1513736082284,"",""
"",Conjure One,Logged In,Enrique,M,2,Miller,419.26485,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,Redemption,200,1513736184284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Mason,Logged In,Jordan,M,37,Crosby,405.2371,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Exceeder,200,1513736186284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
"",Bloodhound Gang,Logged In,Jakobi,M,27,Keller,184.78975,paid,"Kingston, NY",PUT,NextSong,1494799164284,4992,Kiss Me Where It Smells Funny,200,1513736186284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.6 Safari/537.78.2\"",420
"","",Logged In,Jakobi,M,28,Keller,"",paid,"Kingston, NY",PUT,Logout,1494799164284,4992,"",307,1513736187284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.6 Safari/537.78.2\"",420
"",Akercocke,Logged In,Jaelyn,F,27,Wilson,272.24771,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,The Penance,200,1513736211284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"","",Logged In,Leonides,M,0,Moore,"",free,"Morehead City, NC",GET,Home,1507321335284,5611,"",200,1513736221284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2743
"",Stacie Orrico,Logged In,Rashaan,M,1,Allen,237.92281,free,"Seattle-Tacoma-Bellevue, WA",PUT,NextSong,1496186310284,5739,Strong Enough,200,1513736222284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2593
"",Moby,Logged In,Kelly,F,30,Newton,209.05751,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,Electricity,200,1513736237284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",R.I.O.,Logged In,Kaileigh,F,4,Perkins,217.12934,free,"Orlando-Kissimmee-Sanford, FL",PUT,NextSong,1509561569284,1076,When The Sun Comes Down,200,1513736241284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1077
"",Billy Bragg,Logged In,Zoie,F,96,Wright,247.84934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Way Over Yonder In The Minor Key,200,1513736243284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",The Hives,Logged In,Damont,M,24,Hardy,189.72689,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Return The Favour,200,1513736315284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"",The Grass Roots,Logged In,Mark,M,0,Huff,166.71302,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1506976127284,2953,Let's Live For Today,200,1513736338284,"\"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53\"",2954
"",Easton Corbin,Logged In,Ashton,M,34,Nelson,206.49751,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1510608931284,511,That'll Make You Wanna Drink,200,1513736352284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,512
"",Train,Logged In,Kevin,F,0,Dalton,216.76363,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1501269769284,4294,Hey_ Soul Sister,200,1513736376284,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,2872
"","",Logged In,Kevin,F,1,Dalton,"",free,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Settings,1501269769284,4294,"",200,1513736399284,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,2872
"",Anberlin,Logged In,Andrew,M,30,Randall,182.88281,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Godspeed,200,1513736426284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"","",Logged In,Zoie,F,97,Wright,"",paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Downgrade,1512172030284,2163,"",200,1513736437284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",Arch Enemy,Logged In,Kelly,F,31,Newton,263.41832,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,Aces High,200,1513736446284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",Stryper,Logged In,Jaelyn,F,28,Wilson,295.70567,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Lady,200,1513736483284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",Three Drives,Logged In,Zoie,F,98,Wright,411.6371,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,Greece 2000,200,1513736490284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",The Black Keys,Logged In,Damont,M,25,Hardy,191.76444,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Howlin For You,200,1513736504284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"",Joe Nichols,Logged In,Leonides,M,1,Moore,187.01016,free,"Morehead City, NC",PUT,NextSong,1507321335284,5611,Believers,200,1513736516284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2743
"",Silversun Pickups,Logged In,Isaiah,M,0,Webb,265.7171,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1509919090284,5736,Booksmart Devil,200,1513736550284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0,724
"","",Logged Out,"","",29,"","",paid,"",GET,Home,"",4992,"",200,1513736560284,"",""
"",Matt Nathanson,Logged In,Jordan,M,38,Crosby,225.56689,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Amazing Again,200,1513736591284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
"",Blackmore's Night,Logged In,Kevin,F,2,Dalton,343.82322,free,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1501269769284,4294,Ghost of a Rose (re recorded new version),200,1513736592284,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,2872
"",Olivia Newton-John,Logged In,Enrique,M,3,Miller,132.23138,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,Hochmah (Interlude),200,1513736603284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Young Bleed,Logged In,Andrew,M,31,Randall,321.12281,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,We Don't Stop (Explicit),200,1513736608284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",Fall Out Boy,Logged In,Justin,M,0,Jones,229.0673,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Sugar_ We're Goin Down,200,1513736617284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",The Turtles,Logged In,Damont,M,26,Hardy,178.62485,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Me About You,200,1513736695284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"","",Logged In,Noel,M,0,Doyle,"",paid,"Baltimore-Columbia-Towson, MD",GET,Home,1509602414284,1496,"",200,1513736696284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
"",Bebel Gilberto,Logged In,Kelly,F,32,Newton,206.73261,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,Bananeira,200,1513736709284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",La Rue KÃÂ©tanou,Logged In,Noel,M,1,Doyle,242.1024,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,Almarita,200,1513736711284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
"",Bryan Adams,Logged In,Enrique,M,4,Miller,243.90485,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,Heaven,200,1513736735284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"","",Logged In,Ivan,M,0,Gonzalez,"",free,"Columbus, OH",GET,Home,1504075089284,4097,"",200,1513736774284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2028
"",Soft,Logged In,Jaelyn,F,29,Wilson,195.7873,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Dumb Blood,200,1513736778284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",Bezerra Da Silva,Logged In,Jordan,M,39,Crosby,219.79383,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,O Malandro Era Forte,200,1513736816284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
"",Skillet,Logged In,Ivan,M,1,Gonzalez,186.80118,free,"Columbus, OH",PUT,NextSong,1504075089284,4097,Hero (Album Version),200,1513736830284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2028
"",Amy Winehouse,Logged In,Justin,M,1,Jones,229.85098,paid,"Dayton, TN",PUT,NextSong,1504706730284,5858,Valerie,200,1513736846284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1176
"",The White Stripes,Logged In,Damont,M,27,Hardy,120.5024,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,Let's Build A Home (Album Version),200,1513736873284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"",Karen O And The Kids,Logged In,Zoie,F,99,Wright,168.17587,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1512172030284,2163,All Is Love,200,1513736901284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2164
"",Deadmau5,Logged In,Katelynn,F,0,Turner,374.20363,free,"Olympia-Tumwater, WA",PUT,NextSong,1507727490284,1629,Ghosts 'n' Stuff (Original Instrumental Mix),200,1513736912284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1630
"",Dispatch,Logged In,Kelly,F,33,Newton,245.36771,paid,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1513283366284,5566,The General,200,1513736915284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,1138
"",Ben Folds,Logged In,Andrew,M,32,Randall,225.93261,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1509038679284,5478,Fred Jones Part 2,200,1513736929284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2867
"",Peggy Lee,Logged In,Noel,M,2,Doyle,192.36526,paid,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1509602414284,1496,Don't Smoke In Bed,200,1513736953284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1497
"",Eminem,Logged In,Jaelyn,F,30,Wilson,250.8273,paid,"Lexington-Fayette, KY",PUT,NextSong,1508581556284,3146,Mockingbird,200,1513736973284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1955
"",Yann Tiersen,Logged In,Enrique,M,5,Miller,74.762,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,II,200,1513736978284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",LeÃÂ³n Gieco,Logged In,Damont,M,28,Hardy,283.61098,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1502341283284,1208,CanciÃÂ³n Para Luchar,200,1513736993284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1209
"",Justin Bieber,Logged In,Ivan,M,2,Gonzalez,222.92853,free,"Columbus, OH",PUT,NextSong,1504075089284,4097,Stuck In The Moment,200,1513737016284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2028
"",Slipknot,Logged In,Jordan,M,40,Crosby,505.05098,paid,"Columbus, GA-AL",PUT,NextSong,1508616912284,5764,Scissors (Album Version),200,1513737035284,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,2892
"",Massive Attack,Logged In,Enrique,M,6,Miller,398.81098,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,5641,What Your Soul Sings,200,1513737052284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
